0.0	0.0	0.0
4.0	0.0	0.0
8.0	0.0	0.0
12.0	0.0	0.0
16.0	0.0	0.0
20.0	0.0	0.0
24.0	0.0	0.0
28.0	0.0	0.0
32.0	0.0	0.0
36.0	0.0	0.0
40.0	0.0	0.0
44.0	0.0	0.0
48.0	0.0	0.0
52.0	0.0	0.0
0.0	0.0	4.3
4.0	0.0	4.8
8.0	0.0	5.2
12.0	0.0	5.5
16.0	0.0	5.7
20.0	0.0	5.85
24.0	0.0	6.0
28.0	0.0	6.0
32.0	0.0	5.85
36.0	0.0	5.7
40.0	0.0	5.5
44.0	0.0	5.2
48.0	0.0	4.8
52.0	0.0	4.3
0.0	5.0	0.0
4.0	5.0	0.0
8.0	5.0	0.0
12.0	5.0	0.0
16.0	5.0	0.0
20.0	5.0	0.0
24.0	5.0	0.0
28.0	5.0	0.0
32.0	5.0	0.0
36.0	5.0	0.0
40.0	5.0	0.0
44.0	5.0	0.0
48.0	5.0	0.0
52.0	5.0	0.0
0.0	5.0	4.3
4.0	5.0	4.8
8.0	5.0	5.2
12.0	5.0	5.5
16.0	5.0	5.7
20.0	5.0	5.85
24.0	5.0	6.0
28.0	5.0	6.0
32.0	5.0	5.85
36.0	5.0	5.7
40.0	5.0	5.5
44.0	5.0	5.2
48.0	5.0	4.8
52.0	5.0	4.3

